ID|FirstName|LastName|AuthorInfo|Quotation|Subject
243|Charles|Baudelaire|1821-1867, French Poet|The being who, for most men, is the source of the most lively, and even, be it said, to the shame of philosophical delights, the most lasting joys; the being towards or for whom all their efforts tend for whom and by whom fortunes are made and lost; for whom, but especially by whom, artists and poets compose their most delicate jewels; from whom flow the most enervating pleasures and the most enriching sufferings -- woman, in a word, is not, for the artist in general... only the female of the human species. She is rather a divinity, a star.|Women
244|Caroline|Bird|American Author|Femininity appears to be one of those pivotal qualities that is so important no one can define it.|Women
245|Louise|Bogan|1897-1970, American Poet, Critic|Women have no wilderness in them. They are provident instead content in the tight hot cell of their hearts. To eat dusty bread.|Women
246|Anita|Brookner|1938-, British Novelist, Art Historian|A complete woman is probably not a very admirable creature. She is manipulative, uses other people to get her own way, and works within whatever system she is in.|Women
247|Anita|Brookner|1938-, British Novelist, Art Historian|Good women always think it is their fault when someone else is being offensive. Bad women never take the blame for anything.|Women
248|Anita|Brookner|1938-, British Novelist, Art Historian|It will be a pity if women in the more conventional mould are to be phased out, for there will never be anyone to go home to.|Women
249|Elizabeth  Barrett|Browning|1806-1861, British Poet|A woman cannot do the thing she ought, which means whatever perfect thing she can, in life, in art, in science, but she fears to let the perfect action take her part and rest there: she must prove what she can do before she does it, -- prate of woman's rights, of woman's mission, woman's function, till the men (who are prating, too, on their side) cry,  ''A woman's function plainly is... to talk.'' Poor souls, they are very reasonably vexed!|Women
250|Elizabeth  Barrett|Browning|1806-1861, British Poet|Eve is a twofold mystery.|Women
251|Lord|Byron|1788-1824, British Poet|Women hate everything which strips off the tinsel of sentiment, and they are right, or it would rob them of their weapons.|Women
252|Angela|Carter|1940-1992, British Author|If Miss means respectably unmarried, and Mrs. respectably married, then Ms. means nudge, nudge, wink, wink.|Women
253|Barbara|Cartland|1901-, British Novelist|I have always found women difficult. I don't really understand them. To begin with, few women tell the truth.|Women
254||Cher|1946-, American Actress, Director, Singer|The trouble with some women is they get all excited about nothing, and then they marry him.|Women
255|Jennie  Jerome|Churchill|1854-1921, Anglo-American Mother of Winston Churchill|You may be a princess or the richest woman in the world, but you cannot be more than a lady.|Women
256|William|Cobbett|1762-1835, British Journalist, Reformer|Women are a sisterhood. They make common cause in behalf of the sex; and, indeed, this is natural enough, when we consider the vast power that the law gives us over them.|Women
257|Don|Delillo|1926-, American Author|Don't you realize that as long as you have to sit down to pee, you'll never be a dominant force in the world? You'll never be a convincing technocrat or middle manager. Because people will know. She's in there sitting down.|Women
258|Helene|Deutsch|1884-1982, American Psychiatrist|All observations point to the fact that the intellectual woman is masculinized; in her, warm, intuitive knowledge has yielded to cold unproductive thinking.|Women
259|Denis|Diderot|1713-1784, French Philosopher|Impenetrable in their dissimulation, cruel in their vengeance, tenacious in their purposes, unscrupulous as to their methods, animated by profound and hidden hatred for the tyranny of man -- it is as though there exists among them an ever-present conspiracy toward domination, a sort of alliance like that subsisting among the priests of every country.|Women
260|Isak|Dinesen||I do not know if you remember the tale of the girl who saves the ship under mutiny by sitting on the powder barrel with her lighted torch and all the time knowing that it is empty? This has seemed to me a charming image of the women of my time. There they were, keeping the world in order by sitting on the mystery of life, and knowing themselves that there was no mystery.|Women
261|Christian|Dior|1905-1957, French Fashion Designer|Women are most fascinating between the ages of thirty-five and forty, after they have won a few races and know how to pace themselves. Since few women ever pass forty, maximum fascination can continue indefinitely.|Women
262|Marguerite|Duras|1914-, French Author, Filmmaker|It's only women who are not really quite women at all, frivolous women who have no idea, who neglect repairs.|Women
263|Lawrence|Durrell|1912-1990, British Author|There are only three things to be done with a woman. You can love her, suffer for her, or turn her into literature.|Women
264|Andrea|Dworkin|1946-, American Feminist Critic|Woman is not born: she is made. In the making, her humanity is destroyed. She becomes symbol of this, symbol of that: mother of the earth, slut of the universe; but she never becomes herself because it is forbidden for her to do so.|Women
265|Amelia|Earhart|1897-1937, American Aviator, Author|The woman who can create her own job is the woman who will win fame and fortune.|Women
266|George|Eliot|1819-1880, British Novelist|A woman's heart must be of such a size and no larger, else it must be pressed small, like Chinese feet; her happiness is to be made as cakes are, by a fixed receipt.|Women
267|George|Eliot|1819-1880, British Novelist|The happiest women, like the happiest nations, have no history.|Women
268|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|Slavery it is that makes slavery; freedom, freedom. The slavery of women happened when the men were slaves of kings.|Women
269|Evan|Esar||The girl with a future avoids a man with a past.|Women
270||Euripides|BC 480-406, Greek Tragic Poet|Of all things upon earth that bleed and grow, a herb most bruised is woman.|Women
271|Dame  Edith|Evans|American Actor|When a woman behaves like a man why doesn't she behave like a nice man?|Women
272|George|Farquhar|c.1677-1707, Irish Playwright|Observe this, that tho a woman swear, forswear, lie, dissemble, back-bite, be proud, vain, malicious, anything, if she secures the main chance, she's still virtuous; that's a maxim.|Women
273|Kate|Field||They talk about a woman's sphere, as though it had a limit. There's not a place in earth or heaven. There's not a task to mankind given... without a woman in it.|Women
274|George|Eliot|1819-1880, British Novelist|We women are always in danger of living too exclusively in the affections; and though our affections are perhaps the best gifts we have, we ought also to have our share of the more independent life -- some joy in things for their own sake. It is piteous to see the helplessness of some sweet women when their affections are disappointed -- because all their teaching has been, that they can only delight in study of any kind for the sake of a personal love. They have never contemplated an independent delight in ideas as an experience which they could confess without being laughed at. Yet surely women need this defense against passionate affliction even more than men.|Women
275|Sigmund|Freud|1856-1939, Austrian Physician - Founder of Psychoanalysis|The great question that has never been answered, and which I have not yet been able to answer, despite my thirty years of research into the feminine soul, is ''What does a woman want?''|Women
276|Betty|Friedan|1921-, American Feminist Writer|The feminine mystique has succeeded in burying millions of American women alive.|Women
277|Margaret|Fuller|1810-1850, American Writer, Lecturer|The especial genius of women I believe to be electrical in movement, intuitive in function, spiritual in tendency.|Women
278|Johann  Wolfgang|Von Goethe|1749-1832, German Poet, Dramatist, Novelist|The Woman-Soul leadeth us upward and on!|Women
279|Emma|Goldman|1869-1940, American Anarchist|The higher mental development of woman, the less possible it is for her to meet a congenial male who will see in her, not only sex, but also the human being, the friend, the comrade and strong individuality, who cannot and ought not lose a single trait of her character.|Women
280|Germaine|Greer|1939-, Australian Feminist Writer|A woman might claim to retain some of the child's faculties, although very limited and defused, simply because she has not been encouraged to learn methods of thought and develop a disciplined mind. As long as education remains largely induction ignorance will retain these advantages over learning and it is time that women impudently put them to work.|Women
281|Titus  Maccius|Plautus|BC 254-184, Roman Comic Poet|No man is wise enough by himself.|Wisdom
282|Titus  Maccius|Plautus|BC 254-184, Roman Comic Poet|Wisdom is not attained by years, but by ability.|Wisdom
283|Germaine|Greer|1939-, Australian Feminist Writer|Maybe I couldn't make it. Maybe I don't have a pretty smile, good teeth, nice tits, long legs, a cheeky ass, a sexy voice. Maybe I don't know how to handle men and increase my market value, so that the rewards due to the feminine will accrue to me. Then again, maybe I'm sick of the masquerade. I'm sick of pretending eternal youth. I'm sick of belying my own intelligence, my own will, my own sex. I'm sick of peering at the world through false eyelashes, so everything I see is mixed with a shadow of bought hairs; I'm sick of weighting my head with a dead mane, unable to move my neck freely, terrified of rain, of wind, of dancing too vigorously in case I sweat into my lacquered curls. I'm sick of the Powder Room. I'm sick of pretending that some fatuous male's self-important pronouncements are the objects of my undivided attention, I'm sick of going to films and plays when someone else wants to, and sick of having no opinions of my own about either. I'm sick of being a transvestite. I refuse to be a female impersonator. I am a woman, not a castrate.|Women
284|Germaine|Greer|1939-, Australian Feminist Writer|Older women can afford to agree that femininity is a charade, a matter of colored hair, ecru lace and whalebones, the kind of slap and tat that transvestites are in love with, and no more.|Women
285|Ursula  K.|Le Guin|1929-, American Author|A Woman is home caring for her children! even if she can't. Trapped in this well-built trap, A Woman blames her mother for luring her into it, while ensuring that her own daughter never gets out; she recoils from the idea of sisterhood and doesn't believe women have friends, because it probably means something unnatural, and anyhow, A Woman is afraid of women. She's a male construct, and she's afraid women will deconstruct her. She's afraid of everything, because she can't change. Thighs forever thin and shining hair and shining teeth and she's my Mom, too, all seven percent of her. And she never grows old.|Women
286|Ursula  K.|Le Guin|1929-, American Author|To me the ''female principle'' is, or at least historically has been, basically anarchic. It values order without constraint, rule by custom not by force. It has been the male who enforces order, who constructs power structures, who makes, enforces, and breaks laws.|Women
287|Ursula  K.|Le Guin|1929-, American Author|We are volcanoes. When we women offer our experience as our truth, as human truth, all the maps change. There are new mountains.|Women
288|Alexander|Herzen|1812-1870, Russian Journalist, Political Thinker|What breadth, what beauty and power of human nature and development there must be in a woman to get over all the palisades, all the fences, within which she is held captive!|Women
289|Karl  Wilhelm|Von Humboldt|1767-1835, German Statesman, Philologist|If it were not somewhat fanciful to suppose that every human excellence is presented, as it were, in one kind of being, we might believe that the whole treasure of morality and order is enshrined in the female character.|Women
290|Oliver  Wendell|Holmes|1809-1894, American Author, Wit, Poet|It is the province of knowledge to speak, and it is the privilege of wisdom to listen.|Wisdom
291|Herbert  Clark|Hoover|1874-1964, American - 31st American President|Wisdom oft times consists of knowing what to do next.|Wisdom
292||Horace|BC 65-8, Italian Poet|Wisdom is not wisdom when it is derived from books alone.|Wisdom
293|William|James|1842-1910, American Psychologist, Professor, Author|The art of being wise is the art of knowing what to overlook.|Wisdom
294|William|James|1842-1910, American Psychologist, Professor, Author|Wisdom is learning what to overlook.|Wisdom
295|Samuel|Johnson|1709-1784, British Author|He is no wise man who will quit a certainty for an uncertainty.|Wisdom
296|(Decimus  Junius Juvenalis)|Juvenal|c.55-c.130, Roman Satirical Poet|Wisdom overcomes fortune.|Wisdom
297|Karl|Kraus|1874-1936, Austrian Satirist|Experiences are savings which a miser puts aside. Wisdom is an inheritance which a wastrel cannot exhaust.|Wisdom
298|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|As it is the characteristic of great wits to say much in few words, so small wits seem to have the gift of speaking much and saying nothing.|Wisdom
299|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|It is great folly to wish to be wise all alone.|Wisdom
300|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|It is more easy to be wise for others than for ourselves.|Wisdom
301|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|It's the height of folly to want to be the only wise one.|Wisdom
302|Doug|Larson||Wisdom is the reward you get for a lifetime of listening when you'd preferred to talk.|Wisdom
303|Robert  E.|Lee|1807-1870, American Confederate Army Commander|Wisdom is nothing more than healed pain.|Wisdom
304|Sir  Roger|L'Estrange||It may serve as a comfort to us, in all our calamities and afflictions, that he that loses anything and gets wisdom by it is a gainer by the loss.|Wisdom
305|Samuel|Levenson||It's so simple to be wise. Just think of something stupid to say and say the opposite.|Wisdom
306|Georg  C.|Lichtenberg|1742-1799, German Physicist, Satirist|He swallowed a lot of wisdom, but all of it seems to have gone down the wrong way.|Wisdom
307|Georg  C.|Lichtenberg|1742-1799, German Physicist, Satirist|We have no words for speaking of wisdom to the stupid. He who understands the wise is wise already.|Wisdom
308|Martin|Luther|1483-1546, German Leader of the Protestant Reformation|There is no wisdom save in truth. Truth is everlasting, but our ideas about truth are changeable. Only a little of the first fruits of wisdom, only a few fragments of the boundless heights, breadths and depths of truth, have I been able to gather.|Wisdom
309|Niccolo|Machiavelli|1469-1527, Italian Author, Statesman|A wise man will see to it that his acts always seem voluntary and not done by compulsion, however much he may be compelled by necessity.|Wisdom
310|Maurice|Maeterlinck|1862-1949, Belgian Author|It is not from reason that justice springs, but goodness is born of wisdom.|Wisdom
311|Mark|Twain|1835-1910, American Humorist, Writer|A man never reaches that dizzy height of wisdom that he can no longer be lead by the nose.|Wisdom
312|Source|Unknown||If wisdom were on sale in the open market, the stupid would not even ask the price.|Wisdom
313|Source|Unknown||Many people might have attained wisdom had they not assumed they already had it.|Wisdom
314|Source|Unknown||The best mind might be the wisest mind if it were a mind alone that produces wisdom.|Wisdom
315|Source|Unknown||The wise man says it cannot be done, but the fool goes and does it.|Wisdom
316|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|The Universe is one great kindergarten for man. Everything that exists has brought with it its own peculiar lesson. The mountain teaches stability and grandeur; the ocean immensity and change. Forests, lakes, and rivers, clouds and winds, stars and flowers, stupendous glaciers and crystal snowflakes, -- every form of animate or inanimate existence, leaves its impress upon the soul of man. Even the bee and ant have brought their little lessons of industry and economy.|Wisdom
317|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|Wisdom is knowledge which has become a part of one's being.|Wisdom
318|Eleanor|Marx||By the time your life is finished, you will have learned just enough to begin it well.|Wisdom
319|H.  L.|Mencken|1880-1956, American Editor, Author, Critic, Humorist|No matter how long he lives, no man ever becomes as wise as the average woman of forty-eight.|Wisdom
320|John  Stuart|Mill|1806-1873, British Philosopher, Economist|That which seems the height of absurdity in one generation often becomes the height of wisdom in the next.|Wisdom
321|Michel  Eyquem|De Montaigne|1533-1592, French Philosopher, Essayist|We can be knowledgeable with other men's knowledge, but we cannot be wise with other men's wisdom.|Wisdom
322|Michel  Eyquem|De Montaigne|1533-1592, French Philosopher, Essayist|Wisdom hath her excesses, and no less need of moderation than folly.|Wisdom
323|Michel  Eyquem|De Montaigne|1533-1592, French Philosopher, Essayist|Wise people are foolish if they cannot adapt to foolish people.|Wisdom
324|Friedrich|Nietzsche|1844-1900, German Philosopher|Does wisdom perhaps appear on the earth as a raven which is inspired by the smell of carrion?|Wisdom
325|Friedrich|Nietzsche|1844-1900, German Philosopher|The growth of wisdom may be gauged exactly by the diminution of ill temper.|Wisdom
326|Friedrich|Nietzsche|1844-1900, German Philosopher|There is more wisdom in your body than in your deepest philosophy.|Wisdom
327|Chuck|Noll|American Football Coach|A life of frustration is inevitable for any coach whose main enjoyment is winning.|Wisdom
328|Count  Axel|Gustafsson Oxenstierna|1583-1654, Swedish Statesman|Behold, my son, with what little wisdom the world is ruled.|Wisdom
329|John|Patrick||Pain makes man think. Thought makes man wise. Wisdom makes life endurable.|Wisdom
330||Phaedrus|c.1-?, Macedonian Inventor and Writer|Wisdom is always an overmatch for strength.|Wisdom
331||Pindar|BC 518?-18438, Greek Poet|The days that are still to come are the wisest witnesses.|Wisdom
332||Plato|BC 427?-347?, Greek Philosopher|The wisest have the most authority.|Wisdom
333||Plato|BC 427?-347?, Greek Philosopher|Wisdom alone is the science of others sciences.|Wisdom
334||Plato|BC 427?-347?, Greek Philosopher|Wise men talk because they have something to say; fools, because they have to say something.|Wisdom
335||Proverb||By others faults the wise correct their own.|Wisdom
336|African|Proverb|Sayings of African Origin|A wise man never knows all, only fools know everything|Wisdom
337|Camerounian|Proverb|Sayings of Camerounian Origin|The heart of the wise man lies quiet like limpid water.|Wisdom
338|Chinese|Proverb|Sayings of Chinese Origin|A single conversation across the table with a wise man is worth a month's study of books.|Wisdom
339|Chinese|Proverb|Sayings of Chinese Origin|Beauty is the wisdom of women. Wisdom is the beauty of men.|Wisdom
340|Chinese|Proverb|Sayings of Chinese Origin|Deep doubts, deep wisdom; small doubts, little wisdom.|Wisdom
341|Danish|Proverb|Sayings of Danish Origin|Wise care keeps what it has gained.|Wisdom
342|German|Proverb|Sayings of German Origin|The wise person has long ears and a short tongue.|Wisdom
343|Irish|Proverb|Sayings of Irish Origin|Everyone is wise until he speaks.|Wisdom
344|Latin|Proverb|Sayings of Latin Origin|He alone is wise who can accommodate himself to all contingencies of life; but the fool contends, and struggling, like a swimmer, against the stream.|Wisdom
345|Spanish|Proverb|Sayings of Spanish Origin|The foolish sayings of a rich man pass for wise ones.|Wisdom
346|Turkish|Proverb|Sayings of Turkish Origin|Even though you know a thousand things, ask the man who knows one.|Wisdom
347|Yiddish|Proverb|Sayings of Yiddish Origin|A nation's treasure is its scholars.|Wisdom
348|Francis|Quarles|1592-1644, British Poet|Wisdom not only gets, but once got, retains.|Wisdom
349|Philippe|Quinault||It is not wise to be wiser than necessary.|Wisdom
350|Theodore|Roosevelt|1858-1919,  Twenty-sixth President of the USA|Nine-tenths of wisdom consists in being wise in time.|Wisdom
351|Jean  Jacques|Rousseau|1712-1778, Swiss Political Philosopher, Educationist, Essayist|What wisdom can you find that is greater than kindness?|Wisdom
352|Helen|Rowland|1875-1950, American Journalist|A wise woman puts a grain of sugar into everything she says to a man, and takes a grain of salt with everything he says to her.|Wisdom
353|Bertrand|Russell|1872-1970, British Philosopher, Mathematician, Essayist|To conquer fear is the beginning of wisdom.|Wisdom
354|Antoine  De|Saint-Exupery|1900-1944, French Aviator, Writer|More wisdom is latent in things as they are than in all the words men use.|Wisdom
355|George|Santayana|1863-1952, American Philosopher, Poet|Wisdom comes by disillusionment.|Wisdom
356|William|Saroyan|1908-1981, American Writer, Novelist,, Playwright|Good people are good because they've come to wisdom through failure. We get very little wisdom from success, you know.|Wisdom
357|Johann  Friedrich|Von Schiller|1759-1805, German Dramatist, Poet, Historian|They would need to be already wise, in order to love wisdom.|Wisdom
358|Arthur|Schopenhauer|1788-1860, German Philosopher|The wise have always said the same things, and fools, who are the majority have always done just the opposite.|Wisdom
359||Seneca|4 B.C. – 65 A.D., Spanish-born Roman Statesman, philosopher|Wisdom does not show itself so much in precept as in life -- in firmness of mind and a mastery of appetite. It teaches us to do as well as to talk; and to make our words and actions all of a color.|Wisdom
360|William|Shakespeare|1564-1616, British Poet, Playwright, Actor|So wise so young, they say, do never live long.|Wisdom
361|William|Shakespeare|1564-1616, British Poet, Playwright, Actor|To be wise and love exceeds man's might.|Wisdom
362|George  Bernard|Shaw|1856-1950, Irish-born British Dramatist|The only man I know who behaves sensibly is my tailor; he takes my measurements anew each time he sees me. The rest go on with their old measurements and expect me to fit them.|Wisdom
363|Samuel|Smiles|1812-1904, Scottish Author|Practical wisdom is only to be learned in the school of experience. Precepts and instruction are useful so far as they go, but, without the discipline of real life, they remain of the nature of theory only.|Wisdom
364|Samuel|Smiles|1812-1904, Scottish Author|The experience gathered from books, though often valuable, is but the nature of learning; whereas the experience gained from actual life is one of the nature of wisdom.|Wisdom
365|Samuel|Smiles|1812-1904, Scottish Author|Wisdom and understanding can only become the possession of individual men by travelling the old road of observation, attention, perseverance, and industry.|Wisdom
366|Tobias  G.|Smollett|1721-1771, Scottish Novelist, Surgeon|Some men are wise, and some are otherwise.|Wisdom
367||Socrates|BC 469-399, Greek Philosopher of Athens|The beginning of wisdom is a definition of terms.|Wisdom
368||Socrates|BC 469-399, Greek Philosopher of Athens|True wisdom comes to each of us when we realize how little we understand about life, ourselves, and the world around us.|Wisdom
369||Socrates|BC 469-399, Greek Philosopher of Athens|Well I am certainly wiser than this man. It is only too likely that neither of us has any knowledge to boast of; but he thinks that he knows something which he does not know, whereas I am quite conscious of my ignorance. At any rate it seems that I am wiser than he is to this small extent, that I do not think that I know what I do not know.|Wisdom
370||Sophocles|BC 495-406, Greek Tragic Poet|Wisdom is the supreme part of happiness.|Wisdom
371|Charles  Haddon|Spurgeon|1834-1892, British Baptist Preacher|Wisdom is the right use of knowledge. To know is not to be wise. Many men know a great deal, and are all the greater fools for it. There is no fool so great a fool as a knowing fool. But to know how to use knowledge is to have wisdom.|Wisdom
372|Konstantin|Stanislavisky|1863-1968, Russian Actor, Theatre director, Teacher|The greatest wisdom is to realize one's lack of it|Wisdom
373|Publilius|Syrus|1st Century BC, Roman Writer|The wise man avoids evil by anticipating it.|Wisdom
374|The|Talmud|BC 500?-400? AD, Jewish Archive of Oral Tradition|The end result of wisdom is... good deeds.|Wisdom
375|The|Talmud|BC 500?-400? AD, Jewish Archive of Oral Tradition|Who is a wise man? He who learns of all men.|Wisdom
376|The|Talmud|BC 500?-400? AD, Jewish Archive of Oral Tradition|Who is wise? One who learns from all.|Wisdom
377|Sid|Taylor||Wisdom is perishable. Unlike information or knowledge, it cannot be stored in a computer or recorded in a book. It expires with each passing generation.|Wisdom
378|Henry  David|Thoreau|1817-1862, American Essayist, Poet, Naturalist|It is characteristic of wisdom not to do desperate things.|Wisdom
379|James|Thurber|1894-1961, American Humorist, Illustrator|A word to the wise is not sufficient if it doesn't make sense.|Wisdom
380|Count  Leo|Tolstoy|1828-1910, Russian Novelist, Philosopher|The only thing that we know is that we know nothing and that is the highest flight of human wisdom.|Wisdom
381|D.  H.|Lawrence|1885-1930, British Author|Brute force crushes many plants. Yet the plants rise again. The Pyramids will not last a moment compared with the daisy. And before Buddha or Jesus spoke the nightingale sang, and long after the words of Jesus and Buddha are gone into oblivion the nightingale still will sing. Because it is neither preaching nor commanding nor urging. It is just singing. And in the beginning was not a Word, but a chirrup.|Endurance
382|Henry  Wadsworth|Longfellow|1819-1892, American Poet|Know how sublime a thing it is to suffer and be strong.|Endurance
383|Maria|Mitchell|1943-, Canadian Singer, Songwriter|People have to learn sometimes not only how much the heart, but how much the head, can bear.|Endurance
384||Motto||Those who endure conquer.|Endurance
385|Indian|Proverb|Sayings of Indian Origin|An arch never sleeps.|Endurance
386|Jean  Jacques|Rousseau|1712-1778, Swiss Political Philosopher, Educationist, Essayist|Endurance and to be able to endure is the first lesson a child should learn because it's the one they will most need to know.|Endurance
387|Johann  Friedrich|Von Schiller|1759-1805, German Dramatist, Poet, Historian|Happy he who learns to bear what he cannot change.|Endurance
388|William|Shakespeare|1564-1616, British Poet, Playwright, Actor|Many can brook the weather that love not the wind.|Endurance
389|Sir  Philip|Sidney|1554-1586, British Author, Courtier|It is the nature of the strong heart, that like the palm tree it strives ever upwards when it is most burdened.|Endurance
390|Source|Unknown||Something that irritates you and won't let you go. That's the anguish of it. Do this book, or die. You have to go through that. Talent is insignificant. I know a lot of talented ruins. Beyond talent lie all the usual words: discipline, love, luck, but, most of all, endurance.|Endurance
391|Marquis  De|Vauvenargues|1715-1747, French Moralist|Those who can bear all can dare all.|Endurance
392|Douglas|Adams|1952-, British Science Fiction Writer|The moment at which two people, approaching from opposite ends of a long passageway, recognize each other and immediately pretend they haven t. This is to avoid the ghastly embarrassment of having to continue recognizing each other the whole length of the corridor.|Enemies
393||Aesop|620-560 BC, Greek Fabulist|Enemies promises were made to be broken.|Enemies
394||Aesop|620-560 BC, Greek Fabulist|We often give our enemies the means for our own destruction.|Enemies
395||Antisthenes|388-311 BC, Greek Dramatist|Observe your enemies, for they first find out your faults.|Enemies
396||Antisthenes|388-311 BC, Greek Dramatist|Pay attention to your enemies for they are the first to discover your mistakes.|Enemies
397||Antisthenes|388-311 BC, Greek Dramatist|Serve your enemies for they first find out your faults|Enemies
398||Aristophanes|BC 448-380, Greek Comic Poet, Satirist|Wise men learn many things from their enemies.|Enemies
399||Bible|Sacred Scriptures of Christians and Judaism|Love your enemies, bless them that curse you, do good to them that hate you. [Matthew]|Enemies
400|William|Blake|1757-1827, British Poet, Painter|When a sinister person means to be your enemy, they always start by trying to become your friend.|Enemies
401|Edward  G.|Bulwer-Lytton|1803-1873, British Novelist, Poet|It is difficult to say who do you the most harm: enemies with the worst intentions or friends with the best.|Enemies
402|Thomas|Carlyle|1795-1881, Scottish Philosopher, Author|If there be no enemy there's no fight. If no fight, no victory and if no victory there is no crown.|Enemies
403|Miguel  De|Cervantes|1547-1616, Spanish Novelist, Dramatist, Poet|Our greatest foes, and whom we must chiefly combat, are within.|Enemies
404||Aesop|620-560 BC, Greek Fabulist|There once was a Bald Man who sat down after work on a hot summer's day. A Fly came up and kept buzzing about his bald pate, and stinging him from time to time. The Man aimed a blow at his little enemy, but - whack - his palm come on his own head instead; again the Fly tormented him, but this time the Man was wiser and said: ''YOU WILL ONLY INJURE YOURSELF IF YOU TAKE NOTICE OF DISPICABLE ENEMIES.''|Enemies
405|Oswald|Chambers|1874-1917 Scottish Preacher, Author|We look upon the enemy of our souls as a conquered foe, so he is, but only to God, not to us.|Enemies
406|William  Ellery|Channing|1780-1842, American Unitarian Minister, Author|The worst tyrants are those which establish themselves in our own breasts.|Enemies
407|Lord|Chesterfield|1694-1773, British Statesman, Author|Let your enemies be disarmed by the gentleness of your manner, but at the same time let them feel, the steadiness of your resentment.|Enemies
408|Claudette|Colbert||Why do grandparents and grandchildren get along so well? They have the same enemy -- the mother.|Enemies
409|Joseph|Conrad|1857-1924, Polish-born British Novelist|You shall judge a man by his foes as well as by his friends.|Enemies
410|Edward|Dahlberg|1900-1977, American Author, Critic|A strong foe is better than a weak friend.|Enemies
411|Frank|Dane||It is not necessary to have enemies if you go out of your way to make friends hate you.|Enemies
412|R  A|Dickson||Love your enemies just in case your friends turn out to be a bunch of bastards.|Enemies
413||Euripides|BC 480-406, Greek Tragic Poet|There is nothing like the sight of an old enemy down on his luck.|Enemies
414|Gerald  R.|Ford|1913-, Thirty-eighth President of the USA|I have had a lot of adversaries in my political life, but no enemies that I can remember.|Enemies
415|Benjamin|Franklin|1706-1790, American Scientist, Publisher, Diplomat|I have met the enemy, and it is the eyes of other people.|Enemies
416|Benjamin|Franklin|1706-1790, American Scientist, Publisher, Diplomat|Love your enemies, for they tell you your faults.|Enemies
417|Benjamin|Franklin|1706-1790, American Scientist, Publisher, Diplomat|Promises may fit the friends, but non-performance will turn them into enemies.|Enemies
418|Johann  Wolfgang|Von Goethe|1749-1832, German Poet, Dramatist, Novelist|No prudent antagonist thinks light of his adversaries.|Enemies
419|Baltasar|Gracian|1601-1658, Spanish Philosopher, Writer|A wise man learns more from his enemies than a fool from his friends.|Enemies
420|Han|Suyin|1917-, Chinese Novelist and Doctor|Exploitation and oppression is not a matter of race. It is the system, the apparatus of world-wide brigandage called imperialism, which made the Powers behave the way they did. I have no illusions on this score, nor do I believe that any Asian nation or African nation, in the same state of dominance, and with the same system of colonial profit-amassing and plunder, would have behaved otherwise.|Empire
421|William|Mckinley|1843-1901, US Statesman and 25th President|The mission of the United States is one of benevolent assimilation.|Empire
422|Lord|Rosebery||How marvelous it all is! Built not by saints and angels, but the work of men's hands; cemented with men's honest blood and with a world of tears, welded by the best brains of centuries past; not without the taint and reproach incidental to all human work, but constructed on the whole with pure and splendid purpose. Human, and yet not wholly human -- for the most heedless and the most cynical must see the finger of the Divine.|Empire
423|Sir  John|Robert Seeley||We seem, as it were, to have conquered and peopled half the world in a fit of absence of mind.|Empire
424||Seneca|4 B.C. – 65 A.D., Spanish-born Roman Statesman, philosopher|Sovereignty over any foreign land is insecure.|Empire
425|Percy  Bysshe|Shelley|1792-1822, British Poet|Man who man would be, must rule the empire of himself.|Empire
426|Joseph  R.|Sizoo||Empires built on force will always be destroyed. Those built on trust in Christ will remain.|Empire
427|Adam|Smith|1723-1790, Scottish Economist|To found a great empire for the sole purpose of raising up a people of customers, may at first sight appear a project fit only for a nation of shopkeepers. It is, however, a project altogether unfit for a nation of shopkeepers, but extremely fit for a nation that is governed by shopkeepers.|Empire
428|Publius  Cornelius|Tacitus|55-117 AD, Roman Historian|To plunder, to slaughter, to steal, these things they misname empire; and where they make a wilderness, they call it peace.|Empire
429|Carl|Jung|1875-1961, Swiss Psychiatrist|There can be no transforming of darkness into light and of apathy into movement without emotion.|Emotions
430|Friedrich|Nietzsche|1844-1900, German Philosopher|One ought to hold on to one's heart; for if one lets it go, one soon loses control of the head too.|Emotions
431|Thomas|Paine|1737-1809, Anglo-American Political Theorist, Writer|He is not affected by the reality of distress touching his heart, but by the showy resemblance of it striking his imagination. He pities the plumage, but forgets the dying bird.|Emotions
432|John  Enoch|Powell|1912-, British statesman,|When I repress my emotion my stomach keeps score.|Emotions
433|Yiddish|Proverb|Sayings of Yiddish Origin|The heart is half a prophet.|Emotions
434|Rainer  Maria|Rilke|1875-1926, German Poet|All emotions are pure which gather you and lift you up; that emotion is impure which seizes only one side of your being and so distorts you.|Emotions
